restaurant_key,restaurant google map url,address,raw response of the api
"All Seasons Brewing USA","https://maps.google.com/?cid=1895768546188553684&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","800 S La Brea Ave, Los Angeles, CA 90036, USA","{  "places": [    {      "formattedAddress": "800 S La Brea Ave, Los Angeles, CA 90036, USA",      "googleMapsUri": "https://maps.google.com/?cid=1895768546188553684&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Breakroom 86 USA","https://maps.google.com/?cid=585944012083531389&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","630 S Ardmore Ave, Los Angeles, CA 90010, USA","{  "places": [    {      "formattedAddress": "630 S Ardmore Ave, Los Angeles, CA 90010, USA",      "googleMapsUri": "https://maps.google.com/?cid=585944012083531389&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Delicious Pizza USA","https://maps.google.com/?cid=7221154802553902263&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5419 W Adams Blvd, Los Angeles, CA 90016, USA","{  "places": [    {      "formattedAddress": "5419 W Adams Blvd, Los Angeles, CA 90016, USA",      "googleMapsUri": "https://maps.google.com/?cid=7221154802553902263&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Escala USA","https://maps.google.com/?cid=17094329334952669336&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","3451 W 6th St, Los Angeles, CA 90020, USA","{  "places": [    {      "formattedAddress": "3451 W 6th St, Los Angeles, CA 90020, USA",      "googleMapsUri": "https://maps.google.com/?cid=17094329334952669336&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Founders Ale House USA","https://maps.google.com/?cid=8841327919080696438&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","8771 W Pico Blvd, Los Angeles, CA 90035, USA","{  "places": [    {      "formattedAddress": "8771 W Pico Blvd, Los Angeles, CA 90035, USA",      "googleMapsUri": "https://maps.google.com/?cid=8841327919080696438&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Frank 'n Hanks USA","https://maps.google.com/?cid=3801972435844512654&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","518 S Western Ave, Los Angeles, CA 90020, USA","{  "places": [    {      "formattedAddress": "518 S Western Ave, Los Angeles, CA 90020, USA",      "googleMapsUri": "https://maps.google.com/?cid=3801972435844512654&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"The Bar at Johnny's USA","https://maps.google.com/?cid=10667033404610405541&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","4327 W Adams Blvd, Los Angeles, CA 90018, USA","{  "places": [    {      "formattedAddress": "4327 W Adams Blvd, Los Angeles, CA 90018, USA",      "googleMapsUri": "https://maps.google.com/?cid=10667033404610405541&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Little Bar USA","https://maps.google.com/?cid=3809388952540120318&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","757 S S La Brea Ave, Los Angeles, CA 90036, USA","{  "places": [    {      "formattedAddress": "757 S S La Brea Ave, Los Angeles, CA 90036, USA",      "googleMapsUri": "https://maps.google.com/?cid=3809388952540120318&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Lobby Bar @ The Line USA","https://maps.google.com/?cid=137007065060838895&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","3515 Wilshire Blvd, Los Angeles, CA 90010, USA","{  "places": [    {      "formattedAddress": "3515 Wilshire Blvd, Los Angeles, CA 90010, USA",      "googleMapsUri": "https://maps.google.com/?cid=137007065060838895&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"The Normandie Club USA","https://maps.google.com/?cid=10247393589135687419&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","3612 W 6th St, Los Angeles, CA 90020, USA","{  "places": [    {      "formattedAddress": "3612 W 6th St, Los Angeles, CA 90020, USA",      "googleMapsUri": "https://maps.google.com/?cid=10247393589135687419&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Arts District Brewing Co USA","https://maps.google.com/?cid=14572293836080270156&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","828 Traction Ave, Los Angeles, CA 90013, USA","{  "places": [    {      "formattedAddress": "828 Traction Ave, Los Angeles, CA 90013, USA",      "googleMapsUri": "https://maps.google.com/?cid=14572293836080270156&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Beelman's Pub USA","https://maps.google.com/?cid=11023777706752314921&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","600 S Spring St, Los Angeles, CA 90014, USA","{  "places": [    {      "formattedAddress": "600 S Spring St, Los Angeles, CA 90014, USA",      "googleMapsUri": "https://maps.google.com/?cid=11023777706752314921&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Broken Shaker USA","https://maps.google.com/?cid=1170426342579754801&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","416 W 8th St, Los Angeles, CA 90014, USA","{  "places": [    {      "formattedAddress": "416 W 8th St, Los Angeles, CA 90014, USA",      "googleMapsUri": "https://maps.google.com/?cid=1170426342579754801&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Everson Royce Bar USA","https://maps.google.com/?cid=3371906459490486129&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","1936 E 7th St, Los Angeles, CA 90021, USA","{  "places": [    {      "formattedAddress": "1936 E 7th St, Los Angeles, CA 90021, USA",      "googleMapsUri": "https://maps.google.com/?cid=3371906459490486129&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Far Bar USA","https://maps.google.com/?cid=5967468054412822445&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","347 1st St, Los Angeles, CA 90012, USA","{  "places": [    {      "formattedAddress": "347 1st St, Los Angeles, CA 90012, USA",      "googleMapsUri": "https://maps.google.com/?cid=5967468054412822445&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Golden Gopher USA","https://maps.google.com/?cid=10228531836108658801&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","417 W 8th St, Los Angeles, CA 90014, USA","{  "places": [    {      "formattedAddress": "417 W 8th St, Los Angeles, CA 90014, USA",      "googleMapsUri": "https://maps.google.com/?cid=10228531836108658801&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Joey DTLA USA","https://maps.google.com/?cid=12586880607528883189&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","700 W 7th St Ste S430, Los Angeles, CA 90017, USA","{  "places": [    {      "formattedAddress": "700 W 7th St Ste S430, Los Angeles, CA 90017, USA",      "googleMapsUri": "https://maps.google.com/?cid=12586880607528883189&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Perch USA","https://maps.google.com/?cid=3866628448079004996&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","448 S Hill St, Los Angeles, CA 90013, USA","{  "places": [    {      "formattedAddress": "448 S Hill St, Los Angeles, CA 90013, USA",      "googleMapsUri": "https://maps.google.com/?cid=3866628448079004996&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"33 Taps USA","https://maps.google.com/?cid=1429498327596697899&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","1240 S Figueroa St, Los Angeles, CA 90015, USA","{  "places": [    {      "formattedAddress": "1240 S Figueroa St, Los Angeles, CA 90015, USA",      "googleMapsUri": "https://maps.google.com/?cid=1429498327596697899&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Bigfoot West USA","https://maps.google.com/?cid=11465172617815465054&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","10939 Venice Blvd., Los Angeles, CA 90034, USA","{  "places": [    {      "formattedAddress": "10939 Venice Blvd., Los Angeles, CA 90034, USA",      "googleMapsUri": "https://maps.google.com/?cid=11465172617815465054&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Maple Block Meat Co. USA","https://maps.google.com/?cid=1606745421131897708&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","3973 Sepulveda Blvd, Culver City, CA 90230, USA","{  "places": [    {      "formattedAddress": "3973 Sepulveda Blvd, Culver City, CA 90230, USA",      "googleMapsUri": "https://maps.google.com/?cid=1606745421131897708&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Nickel Mine USA","https://maps.google.com/?cid=14167202315900867170&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","11363 Santa Monica Blvd, Los Angeles, CA 90025, USA","{  "places": [    {      "formattedAddress": "11363 Santa Monica Blvd, Los Angeles, CA 90025, USA",      "googleMapsUri": "https://maps.google.com/?cid=14167202315900867170&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Oldfield's Liquor Room USA","https://maps.google.com/?cid=10689908391870387112&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","10899 Venice Blvd. W, Los Angeles, CA 90034, USA","{  "places": [    {      "formattedAddress": "10899 Venice Blvd. W, Los Angeles, CA 90034, USA",      "googleMapsUri": "https://maps.google.com/?cid=10689908391870387112&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Q's Billiards USA","https://maps.google.com/?cid=6049200821890325220&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","11835 Wilshire Blvd, Los Angeles, CA 90025, USA","{  "places": [    {      "formattedAddress": "11835 Wilshire Blvd, Los Angeles, CA 90025, USA",      "googleMapsUri": "https://maps.google.com/?cid=6049200821890325220&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"33 Taps USA","https://maps.google.com/?cid=1429498327596697899&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","1240 S Figueroa St, Los Angeles, CA 90015, USA","{  "places": [    {      "formattedAddress": "1240 S Figueroa St, Los Angeles, CA 90015, USA",      "googleMapsUri": "https://maps.google.com/?cid=1429498327596697899&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Cabo Cantina USA","https://maps.google.com/?cid=13584409091586557794&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","6669 Hollywood Blvd, Los Angeles, CA 90028, USA","{  "places": [    {      "formattedAddress": "6669 Hollywood Blvd, Los Angeles, CA 90028, USA",      "googleMapsUri": "https://maps.google.com/?cid=13584409091586557794&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"The Craftsman USA","https://maps.google.com/?cid=3722480886316133396&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","208 W 8th St, Los Angeles, CA 90014, USA","{  "places": [    {      "formattedAddress": "208 W 8th St, Los Angeles, CA 90014, USA",      "googleMapsUri": "https://maps.google.com/?cid=3722480886316133396&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Duke's Malibu USA","https://maps.google.com/?cid=1513497510111564432&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","21150 Pacific Coast Hwy, Malibu, CA 90265, USA","{  "places": [    {      "formattedAddress": "21150 Pacific Coast Hwy, Malibu, CA 90265, USA",      "googleMapsUri": "https://maps.google.com/?cid=1513497510111564432&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Gin Rummy USA","https://maps.google.com/?cid=10688231107464481664&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","822 Washington Blvd, Marina Del Rey, CA 90292, USA","{  "places": [    {      "formattedAddress": "822 Washington Blvd, Marina Del Rey, CA 90292, USA",      "googleMapsUri": "https://maps.google.com/?cid=10688231107464481664&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"The Misfit USA","https://maps.google.com/?cid=730683559197686151&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","225 Santa Monica Blvd, Santa Monica, CA 90401, USA","{  "places": [    {      "formattedAddress": "225 Santa Monica Blvd, Santa Monica, CA 90401, USA",      "googleMapsUri": "https://maps.google.com/?cid=730683559197686151&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"The Santa Monica Whaler USA","https://maps.google.com/?cid=15139348952383136297&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","101 Broadway, Santa Monica, CA 90401, USA","{  "places": [    {      "formattedAddress": "101 Broadway, Santa Monica, CA 90401, USA",      "googleMapsUri": "https://maps.google.com/?cid=15139348952383136297&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"The Waterfront Venice USA","https://maps.google.com/?cid=7030651404383979618&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","205 Ocean Front Walk, Venice, CA 90291, USA","{  "places": [    {      "formattedAddress": "205 Ocean Front Walk, Venice, CA 90291, USA",      "googleMapsUri": "https://maps.google.com/?cid=7030651404383979618&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Tavern on Main USA","https://maps.google.com/?cid=3378478415113761689&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","123 Main St, El Segundo, CA 90245, USA","{  "places": [    {      "formattedAddress": "123 Main St, El Segundo, CA 90245, USA",      "googleMapsUri": "https://maps.google.com/?cid=3378478415113761689&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Bacari Silverlake USA","https://maps.google.com/?cid=15759891190649939146&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","3626 Sunset Blvd, Los Angeles, CA 90026, USA","{  "places": [    {      "formattedAddress": "3626 Sunset Blvd, Los Angeles, CA 90026, USA",      "googleMapsUri": "https://maps.google.com/?cid=15759891190649939146&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Barcade USA","https://maps.google.com/?cid=3377500441821156305&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5684 York Blvd, Los Angeles, CA 90042, USA","{  "places": [    {      "formattedAddress": "5684 York Blvd, Los Angeles, CA 90042, USA",      "googleMapsUri": "https://maps.google.com/?cid=3377500441821156305&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Bar Bandini USA","https://maps.google.com/?cid=12407874994181303694&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","2150 Sunset Blvd, Los Angeles, CA 90026, USA","{  "places": [    {      "formattedAddress": "2150 Sunset Blvd, Los Angeles, CA 90026, USA",      "googleMapsUri": "https://maps.google.com/?cid=12407874994181303694&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Bar Henry USA","https://maps.google.com/?cid=6361717150947778879&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","1228 Sunset Blvd, Los Angeles, CA 90026, USA","{  "places": [    {      "formattedAddress": "1228 Sunset Blvd, Los Angeles, CA 90026, USA",      "googleMapsUri": "https://maps.google.com/?cid=6361717150947778879&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Bigfoot Lodge USA","https://maps.google.com/?cid=2201558164065068437&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","3172 Los Feliz Blvd, Los Angeles, CA 90039, USA","{  "places": [    {      "formattedAddress": "3172 Los Feliz Blvd, Los Angeles, CA 90039, USA",      "googleMapsUri": "https://maps.google.com/?cid=2201558164065068437&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Cha Cha Lounge USA","https://maps.google.com/?cid=17283973382231261846&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","2375 Glendale Blvd, Los Angeles, CA 90039, USA","{  "places": [    {      "formattedAddress": "2375 Glendale Blvd, Los Angeles, CA 90039, USA",      "googleMapsUri": "https://maps.google.com/?cid=17283973382231261846&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Club Tee Gee USA","https://maps.google.com/?cid=9819539691371869890&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","3210 Glendale Blvd, Los Angeles, CA 90039, USA","{  "places": [    {      "formattedAddress": "3210 Glendale Blvd, Los Angeles, CA 90039, USA",      "googleMapsUri": "https://maps.google.com/?cid=9819539691371869890&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Encanto USA","https://maps.google.com/?cid=17406536592830502452&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","2121 Hillhurst Ave, Los Angeles, CA 90027, USA","{  "places": [    {      "formattedAddress": "2121 Hillhurst Ave, Los Angeles, CA 90027, USA",      "googleMapsUri": "https://maps.google.com/?cid=17406536592830502452&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"The Friend USA","https://maps.google.com/?cid=17635646340355094647&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","2611 Hyperion Ave, Los Angeles, CA 90027, USA","{  "places": [    {      "formattedAddress": "2611 Hyperion Ave, Los Angeles, CA 90027, USA",      "googleMapsUri": "https://maps.google.com/?cid=17635646340355094647&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"The Greyhound USA","https://maps.google.com/?cid=4303115388649222402&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","1716 E 7th St, Los Angeles, CA 90021, USA","{  "places": [    {      "formattedAddress": "1716 E 7th St, Los Angeles, CA 90021, USA",      "googleMapsUri": "https://maps.google.com/?cid=4303115388649222402&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"La Cuevita USA","https://maps.google.com/?cid=8784638244326377784&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5922 N Figueroa St, Los Angeles, CA 90042, USA","{  "places": [    {      "formattedAddress": "5922 N Figueroa St, Los Angeles, CA 90042, USA",      "googleMapsUri": "https://maps.google.com/?cid=8784638244326377784&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
